,,Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,Item_7,Item_8,Item_9,Item_10,Item_11,Item_12
Rater_8,Person_191,1,0,0,0,1,1,1,1,0,1,1,1
Rater_8,Person_192,4,5,5,5,5,5,5,5,5,5,5,5
Rater_8,Person_193,5,4,4,3,3,4,5,5,5,5,5,5
Rater_8,Person_194,4,3,1,2,3,2,4,5,2,4,0,2
Rater_8,Person_195,0,0,0,0,0,0,0,0,0,1,0,0
Rater_8,Person_196,1,4,4,5,0,2,3,4,2,4,1,2
Rater_8,Person_197,5,4,4,1,3,4,3,5,3,4,3,4
Rater_8,Person_198,4,3,4,1,2,4,5,4,1,4,4,3
Rater_8,Person_199,1,2,2,1,1,2,1,4,1,1,3,1
Rater_8,Person_200,5,4,4,4,5,5,5,5,5,5,4,5
