,,Item_1,Item_2,Item_3,Item_4
Rater_5,Person_160,3.0,1.0,0.0,2.0
Rater_5,Person_161,2.0,0.0,1.0,0.0
Rater_5,Person_162,2.0,1.0,0.0,0.0
Rater_5,Person_163,1.0,0.0,0.0,0.0
Rater_5,Person_164,0.0,2.0,0.0,0.0
Rater_5,Person_165,5.0,3.0,2.0,1.0
Rater_5,Person_166,3.0,2.0,0.0,0.0
Rater_5,Person_167,5.0,3.0,3.0,
Rater_5,Person_168,5.0,3.0,5.0,3.0
Rater_5,Person_169,1.0,3.0,2.0,0.0
Rater_5,Person_170,1.0,1.0,,0.0
Rater_5,Person_171,3.0,0.0,0.0,0.0
Rater_5,Person_172,3.0,3.0,0.0,0.0
Rater_5,Person_173,4.0,0.0,0.0,0.0
Rater_5,Person_174,,2.0,0.0,0.0
Rater_5,Person_175,4.0,2.0,2.0,1.0
Rater_5,Person_176,3.0,1.0,1.0,0.0
Rater_5,Person_177,4.0,3.0,3.0,2.0
Rater_5,Person_178,5.0,4.0,1.0,2.0
Rater_5,Person_179,2.0,2.0,4.0,2.0
Rater_5,Person_180,2.0,2.0,,1.0
Rater_5,Person_181,4.0,3.0,,0.0
Rater_5,Person_182,4.0,1.0,0.0,1.0
Rater_5,Person_183,4.0,2.0,1.0,
Rater_5,Person_184,5.0,3.0,1.0,2.0
Rater_5,Person_185,4.0,4.0,1.0,1.0
Rater_5,Person_186,4.0,0.0,,0.0
Rater_5,Person_187,1.0,1.0,0.0,0.0
Rater_5,Person_188,3.0,2.0,1.0,1.0
Rater_5,Person_189,1.0,0.0,1.0,0.0
Rater_5,Person_190,4.0,3.0,1.0,1.0
Rater_5,Person_191,4.0,5.0,4.0,1.0
Rater_5,Person_192,4.0,3.0,0.0,0.0
Rater_5,Person_193,1.0,2.0,,0.0
Rater_5,Person_194,1.0,0.0,0.0,0.0
Rater_5,Person_195,3.0,1.0,0.0,1.0
Rater_5,Person_196,4.0,4.0,0.0,1.0
Rater_5,Person_197,1.0,2.0,0.0,0.0
Rater_5,Person_198,,0.0,0.0,0.0
Rater_5,Person_199,3.0,1.0,0.0,0.0
Rater_5,Person_200,3.0,2.0,2.0,0.0
Rater_5,Person_201,3.0,2.0,1.0,
Rater_5,Person_202,3.0,3.0,4.0,0.0
Rater_5,Person_203,3.0,2.0,1.0,0.0
Rater_5,Person_204,3.0,0.0,0.0,
Rater_5,Person_205,4.0,4.0,3.0,1.0
Rater_5,Person_206,4.0,3.0,1.0,0.0
Rater_5,Person_207,3.0,2.0,1.0,0.0
Rater_5,Person_208,3.0,0.0,2.0,
Rater_5,Person_209,5.0,4.0,3.0,
Rater_5,Person_210,1.0,0.0,1.0,0.0
Rater_5,Person_211,5.0,5.0,5.0,2.0
Rater_5,Person_212,1.0,1.0,0.0,
Rater_5,Person_213,4.0,1.0,3.0,2.0
Rater_5,Person_214,2.0,0.0,0.0,0.0
Rater_5,Person_215,1.0,0.0,1.0,0.0
Rater_5,Person_216,3.0,1.0,0.0,0.0
Rater_5,Person_217,5.0,4.0,,
Rater_5,Person_218,5.0,4.0,3.0,1.0
Rater_5,Person_219,5.0,3.0,5.0,2.0
Rater_5,Person_220,1.0,1.0,1.0,0.0
Rater_5,Person_221,3.0,1.0,1.0,3.0
Rater_5,Person_222,5.0,5.0,5.0,1.0
Rater_5,Person_223,3.0,,1.0,0.0
Rater_5,Person_224,4.0,4.0,3.0,3.0
Rater_5,Person_225,4.0,3.0,,1.0
Rater_5,Person_226,4.0,1.0,0.0,1.0
Rater_5,Person_227,2.0,,2.0,
Rater_5,Person_228,2.0,1.0,0.0,0.0
Rater_5,Person_229,3.0,2.0,1.0,1.0
Rater_5,Person_230,4.0,4.0,1.0,
Rater_5,Person_231,5.0,3.0,5.0,2.0
Rater_5,Person_232,2.0,1.0,0.0,0.0
Rater_5,Person_233,4.0,3.0,1.0,1.0
Rater_5,Person_234,4.0,0.0,0.0,0.0
Rater_5,Person_235,5.0,5.0,3.0,0.0
Rater_5,Person_236,5.0,5.0,5.0,2.0
Rater_5,Person_237,4.0,3.0,4.0,1.0
Rater_5,Person_238,1.0,1.0,0.0,0.0
Rater_5,Person_239,5.0,2.0,3.0,2.0
Rater_5,Person_240,2.0,1.0,4.0,0.0
Rater_5,Person_241,5.0,4.0,2.0,1.0
Rater_5,Person_242,2.0,2.0,0.0,0.0
Rater_5,Person_243,0.0,1.0,0.0,0.0
Rater_5,Person_244,3.0,5.0,3.0,2.0
Rater_5,Person_245,4.0,0.0,0.0,0.0
Rater_5,Person_246,4.0,3.0,2.0,0.0
Rater_5,Person_247,5.0,4.0,4.0,0.0
Rater_5,Person_248,4.0,1.0,0.0,0.0
Rater_5,Person_249,5.0,3.0,2.0,0.0
Rater_5,Person_250,4.0,4.0,0.0,1.0
Rater_5,Person_251,4.0,,3.0,4.0
Rater_5,Person_252,5.0,3.0,4.0,1.0
Rater_5,Person_253,5.0,5.0,4.0,2.0
Rater_5,Person_254,4.0,5.0,2.0,1.0
Rater_5,Person_255,5.0,5.0,3.0,2.0
Rater_5,Person_256,4.0,0.0,0.0,0.0
Rater_5,Person_257,4.0,4.0,,1.0
Rater_5,Person_258,4.0,2.0,0.0,0.0
Rater_5,Person_259,3.0,0.0,1.0,1.0
Rater_5,Person_260,1.0,1.0,1.0,1.0
Rater_5,Person_261,5.0,5.0,3.0,1.0
Rater_5,Person_262,4.0,4.0,1.0,0.0
Rater_5,Person_263,3.0,5.0,5.0,2.0
Rater_5,Person_264,0.0,0.0,0.0,0.0
Rater_5,Person_265,1.0,0.0,1.0,
Rater_5,Person_266,3.0,2.0,2.0,0.0
Rater_5,Person_267,2.0,0.0,0.0,0.0
Rater_5,Person_268,4.0,4.0,3.0,2.0
Rater_5,Person_269,1.0,0.0,0.0,0.0
Rater_5,Person_270,,2.0,4.0,1.0
Rater_5,Person_271,2.0,1.0,1.0,0.0
Rater_5,Person_272,5.0,5.0,4.0,1.0
Rater_5,Person_273,4.0,3.0,1.0,1.0
Rater_5,Person_274,4.0,3.0,,0.0
Rater_5,Person_275,,1.0,0.0,0.0
Rater_5,Person_276,2.0,,0.0,0.0
Rater_5,Person_277,1.0,0.0,1.0,0.0
Rater_5,Person_278,4.0,4.0,0.0,2.0
Rater_5,Person_279,3.0,2.0,1.0,0.0
Rater_5,Person_280,3.0,1.0,0.0,0.0
Rater_5,Person_281,4.0,1.0,1.0,
Rater_5,Person_282,4.0,2.0,4.0,1.0
Rater_5,Person_283,,3.0,4.0,1.0
Rater_5,Person_284,2.0,0.0,2.0,0.0
Rater_5,Person_285,2.0,0.0,0.0,0.0
Rater_5,Person_286,5.0,2.0,4.0,
Rater_5,Person_287,5.0,2.0,2.0,
Rater_5,Person_288,4.0,4.0,2.0,1.0
Rater_5,Person_289,5.0,2.0,3.0,
Rater_5,Person_290,5.0,5.0,4.0,2.0
Rater_5,Person_291,5.0,3.0,2.0,2.0
Rater_5,Person_292,3.0,2.0,,1.0
Rater_5,Person_293,5.0,3.0,,0.0
Rater_5,Person_294,5.0,2.0,0.0,0.0
Rater_5,Person_295,4.0,4.0,1.0,3.0
Rater_5,Person_296,3.0,,1.0,0.0
Rater_5,Person_297,,1.0,1.0,1.0
Rater_5,Person_298,1.0,1.0,0.0,0.0
Rater_5,Person_299,4.0,4.0,2.0,2.0
Rater_5,Person_300,,5.0,4.0,
Rater_5,Person_301,2.0,0.0,0.0,0.0
Rater_5,Person_302,5.0,2.0,2.0,1.0
Rater_5,Person_303,5.0,4.0,1.0,2.0
Rater_5,Person_304,3.0,,2.0,
Rater_5,Person_305,0.0,0.0,0.0,0.0
Rater_5,Person_306,3.0,5.0,,2.0
Rater_5,Person_307,,4.0,1.0,2.0
Rater_5,Person_308,4.0,4.0,,0.0
Rater_5,Person_309,,3.0,5.0,3.0
Rater_5,Person_310,2.0,0.0,0.0,0.0
Rater_5,Person_311,4.0,,4.0,1.0
Rater_5,Person_312,2.0,1.0,0.0,0.0
Rater_5,Person_313,4.0,2.0,3.0,2.0
Rater_5,Person_314,1.0,0.0,0.0,
Rater_5,Person_315,5.0,3.0,4.0,2.0
Rater_5,Person_316,0.0,1.0,0.0,0.0
Rater_5,Person_317,,4.0,3.0,1.0
Rater_5,Person_318,,3.0,5.0,1.0
Rater_5,Person_319,2.0,3.0,,2.0
Rater_5,Person_320,4.0,5.0,3.0,0.0
Rater_5,Person_321,,0.0,0.0,
Rater_5,Person_322,2.0,2.0,0.0,0.0
Rater_5,Person_323,4.0,4.0,1.0,0.0
Rater_5,Person_324,2.0,3.0,2.0,0.0
Rater_5,Person_325,5.0,1.0,1.0,2.0
Rater_5,Person_326,3.0,3.0,2.0,0.0
Rater_5,Person_327,5.0,3.0,0.0,0.0
Rater_5,Person_328,,0.0,1.0,0.0
Rater_5,Person_329,5.0,4.0,4.0,0.0
Rater_5,Person_330,3.0,,1.0,2.0
Rater_5,Person_331,3.0,3.0,2.0,0.0
Rater_5,Person_332,1.0,0.0,0.0,
Rater_5,Person_333,3.0,0.0,0.0,1.0
Rater_5,Person_334,5.0,4.0,2.0,
Rater_5,Person_335,3.0,1.0,0.0,0.0
Rater_5,Person_336,5.0,5.0,2.0,3.0
Rater_5,Person_337,4.0,3.0,2.0,
Rater_5,Person_338,4.0,5.0,,1.0
Rater_5,Person_339,,2.0,1.0,1.0
Rater_5,Person_340,0.0,0.0,0.0,1.0
Rater_5,Person_341,5.0,3.0,2.0,1.0
Rater_5,Person_342,5.0,5.0,3.0,2.0
Rater_5,Person_343,2.0,1.0,0.0,1.0
Rater_5,Person_344,1.0,0.0,,
Rater_5,Person_345,1.0,4.0,2.0,2.0
Rater_5,Person_346,3.0,2.0,1.0,0.0
Rater_5,Person_347,5.0,4.0,2.0,1.0
Rater_5,Person_348,5.0,5.0,2.0,0.0
Rater_5,Person_349,1.0,1.0,0.0,0.0
Rater_5,Person_350,4.0,2.0,1.0,1.0
Rater_5,Person_351,3.0,1.0,1.0,0.0
Rater_5,Person_352,1.0,0.0,0.0,0.0
Rater_5,Person_353,4.0,3.0,2.0,
Rater_5,Person_354,4.0,0.0,0.0,0.0
Rater_5,Person_355,4.0,2.0,2.0,0.0
Rater_5,Person_356,5.0,5.0,1.0,2.0
Rater_5,Person_357,,4.0,5.0,2.0
Rater_5,Person_358,,3.0,3.0,
Rater_5,Person_359,5.0,5.0,3.0,2.0
Rater_5,Person_360,2.0,0.0,0.0,0.0
Rater_5,Person_361,1.0,0.0,0.0,
Rater_5,Person_362,3.0,,1.0,0.0
Rater_5,Person_363,4.0,2.0,0.0,1.0
Rater_5,Person_364,4.0,,3.0,
Rater_5,Person_365,4.0,,1.0,
Rater_5,Person_366,1.0,4.0,1.0,1.0
Rater_5,Person_367,0.0,2.0,1.0,0.0
Rater_5,Person_368,5.0,5.0,3.0,4.0
Rater_5,Person_369,,,,
Rater_5,Person_370,4.0,2.0,2.0,0.0
Rater_5,Person_371,3.0,5.0,0.0,2.0
Rater_5,Person_372,2.0,3.0,1.0,0.0
Rater_5,Person_373,2.0,1.0,2.0,
Rater_5,Person_374,,1.0,2.0,1.0
Rater_5,Person_375,,5.0,1.0,3.0
Rater_5,Person_376,4.0,4.0,3.0,3.0
Rater_5,Person_377,1.0,0.0,0.0,
Rater_5,Person_378,1.0,2.0,0.0,0.0
Rater_5,Person_379,5.0,3.0,4.0,0.0
Rater_5,Person_380,1.0,1.0,1.0,1.0
Rater_5,Person_381,4.0,,5.0,
Rater_5,Person_382,5.0,2.0,,1.0
Rater_5,Person_383,3.0,4.0,2.0,
Rater_5,Person_384,,3.0,0.0,1.0
Rater_5,Person_385,2.0,2.0,0.0,1.0
Rater_5,Person_386,2.0,,2.0,1.0
Rater_5,Person_387,3.0,3.0,1.0,0.0
Rater_5,Person_388,5.0,5.0,1.0,3.0
Rater_5,Person_389,4.0,5.0,4.0,4.0
Rater_5,Person_390,4.0,3.0,2.0,0.0
Rater_5,Person_391,3.0,4.0,3.0,0.0
Rater_5,Person_392,2.0,1.0,1.0,0.0
Rater_5,Person_393,3.0,0.0,1.0,0.0
Rater_5,Person_394,2.0,0.0,2.0,
Rater_5,Person_395,4.0,1.0,1.0,1.0
Rater_5,Person_396,2.0,3.0,1.0,0.0
Rater_5,Person_397,1.0,0.0,1.0,0.0
Rater_5,Person_398,4.0,5.0,3.0,4.0
Rater_5,Person_399,4.0,4.0,3.0,2.0
Rater_5,Person_400,3.0,1.0,0.0,
Rater_5,Person_401,2.0,2.0,0.0,0.0
Rater_5,Person_402,4.0,0.0,1.0,0.0
Rater_5,Person_403,,,,1.0
Rater_5,Person_404,3.0,3.0,3.0,0.0
Rater_5,Person_405,5.0,5.0,3.0,1.0
Rater_5,Person_406,5.0,3.0,1.0,1.0
Rater_5,Person_407,2.0,1.0,1.0,0.0
Rater_5,Person_408,2.0,2.0,1.0,0.0
Rater_5,Person_409,5.0,4.0,2.0,4.0
Rater_5,Person_410,5.0,3.0,3.0,3.0
Rater_5,Person_411,3.0,,0.0,2.0
Rater_5,Person_412,1.0,1.0,1.0,0.0
Rater_5,Person_413,5.0,5.0,3.0,2.0
Rater_5,Person_414,3.0,1.0,0.0,0.0
Rater_5,Person_415,4.0,4.0,0.0,1.0
Rater_5,Person_416,5.0,3.0,3.0,0.0
Rater_5,Person_417,4.0,0.0,0.0,0.0
Rater_5,Person_418,0.0,0.0,0.0,0.0
Rater_5,Person_419,2.0,3.0,,2.0
Rater_5,Person_420,3.0,2.0,2.0,1.0
Rater_5,Person_421,3.0,4.0,0.0,1.0
Rater_5,Person_422,3.0,3.0,0.0,0.0
Rater_5,Person_423,5.0,3.0,1.0,1.0
Rater_5,Person_424,0.0,2.0,0.0,0.0
Rater_5,Person_425,4.0,3.0,2.0,1.0
Rater_5,Person_426,5.0,5.0,2.0,3.0
Rater_5,Person_427,5.0,5.0,3.0,
Rater_5,Person_428,2.0,2.0,0.0,
Rater_5,Person_429,,3.0,5.0,2.0
Rater_5,Person_430,5.0,5.0,2.0,5.0
Rater_5,Person_431,,0.0,0.0,0.0
Rater_5,Person_432,,,1.0,0.0
Rater_5,Person_433,3.0,1.0,2.0,1.0
Rater_5,Person_434,1.0,3.0,3.0,0.0
Rater_5,Person_435,5.0,2.0,0.0,0.0
Rater_5,Person_436,2.0,2.0,0.0,0.0
Rater_5,Person_437,2.0,1.0,1.0,0.0
Rater_5,Person_438,4.0,5.0,1.0,1.0
Rater_5,Person_439,5.0,5.0,4.0,3.0
Rater_5,Person_440,3.0,2.0,3.0,1.0
Rater_5,Person_441,0.0,2.0,,0.0
Rater_5,Person_442,5.0,,4.0,1.0
Rater_5,Person_443,,2.0,1.0,0.0
Rater_5,Person_444,2.0,1.0,0.0,
Rater_5,Person_445,,3.0,1.0,0.0
Rater_5,Person_446,,1.0,0.0,0.0
Rater_5,Person_447,5.0,,5.0,3.0
Rater_5,Person_448,3.0,0.0,1.0,1.0
Rater_5,Person_449,5.0,5.0,3.0,0.0
Rater_5,Person_450,5.0,4.0,4.0,2.0
Rater_5,Person_451,4.0,1.0,0.0,0.0
Rater_5,Person_452,4.0,0.0,0.0,1.0
Rater_5,Person_453,5.0,4.0,4.0,3.0
Rater_5,Person_454,2.0,3.0,0.0,0.0
Rater_5,Person_455,5.0,4.0,,0.0
Rater_5,Person_456,0.0,0.0,0.0,0.0
Rater_5,Person_457,4.0,5.0,0.0,1.0
Rater_5,Person_458,5.0,,3.0,3.0
Rater_5,Person_459,1.0,0.0,0.0,2.0
Rater_5,Person_460,3.0,1.0,0.0,
Rater_5,Person_461,4.0,5.0,4.0,1.0
Rater_5,Person_462,2.0,0.0,0.0,0.0
Rater_5,Person_463,5.0,,3.0,1.0
Rater_5,Person_464,5.0,4.0,4.0,2.0
Rater_5,Person_465,2.0,1.0,0.0,0.0
Rater_5,Person_466,4.0,2.0,3.0,0.0
Rater_5,Person_467,5.0,4.0,5.0,1.0
Rater_5,Person_468,4.0,0.0,,0.0
Rater_5,Person_469,3.0,,2.0,1.0
Rater_5,Person_470,4.0,,,2.0
Rater_5,Person_471,2.0,2.0,0.0,0.0
Rater_5,Person_472,2.0,0.0,0.0,0.0
Rater_5,Person_473,4.0,,0.0,0.0
Rater_5,Person_474,5.0,0.0,,0.0
Rater_5,Person_475,5.0,3.0,3.0,0.0
Rater_5,Person_476,4.0,3.0,0.0,0.0
Rater_5,Person_477,4.0,3.0,2.0,0.0
Rater_5,Person_478,4.0,1.0,2.0,0.0
Rater_5,Person_479,0.0,1.0,1.0,0.0
Rater_5,Person_480,5.0,4.0,5.0,1.0
Rater_5,Person_481,5.0,4.0,3.0,4.0
Rater_5,Person_482,4.0,0.0,0.0,1.0
Rater_5,Person_483,1.0,1.0,1.0,0.0
Rater_5,Person_484,2.0,2.0,0.0,0.0
Rater_5,Person_485,4.0,2.0,0.0,0.0
Rater_5,Person_486,2.0,3.0,0.0,0.0
Rater_5,Person_487,5.0,5.0,2.0,2.0
Rater_5,Person_488,5.0,4.0,5.0,0.0
Rater_5,Person_489,,1.0,0.0,0.0
Rater_5,Person_490,1.0,2.0,0.0,0.0
Rater_5,Person_491,5.0,4.0,4.0,0.0
Rater_5,Person_492,5.0,5.0,2.0,0.0
Rater_5,Person_493,3.0,1.0,0.0,1.0
Rater_5,Person_494,2.0,4.0,2.0,3.0
Rater_5,Person_495,,0.0,1.0,1.0
Rater_5,Person_496,5.0,5.0,1.0,2.0
Rater_5,Person_497,5.0,3.0,2.0,1.0
Rater_5,Person_498,5.0,4.0,3.0,2.0
Rater_5,Person_499,2.0,2.0,0.0,0.0
Rater_5,Person_500,,5.0,4.0,2.0
