,Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,Item_7,Item_8,Item_9,Item_10,Item_11,Item_12,Item_13,Item_14,Item_15,Item_16,Item_17,Item_18,Item_19,Item_20,Item_21,Item_22,Item_23,Item_24,Item_25,Item_26,Item_27,Item_28,Item_29,Item_30,Item_31,Item_32,Item_33,Item_34,Item_35,Item_36,Item_37,Item_38,Item_39,Item_40,Item_41,Item_42,Item_43,Item_44,Item_45,Item_46,Item_47,Item_48,Item_49,Item_50
Person_376,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1.0,,1.0,,,,,1.0,,,1.0,,,1.0,,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0
Person_377,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,,0.0,1.0,,,,0.0,,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,,0.0,,,0.0,,0.0,
Person_378,,,,,0.0,0.0,1.0,,,1.0,1.0,,,1.0,,1.0,0.0,1.0,,1.0,0.0,,1.0,,1.0,1.0,0.0,1.0,,0.0,1.0,1.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,
Person_379,0.0,,0.0,1.0,,1.0,1.0,0.0,,0.0,,,1.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,,,,1.0,,,,1.0,,
Person_380,,0.0,,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,,0.0,,0.0,,1.0,,0.0,1.0,0.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,,1.0,0.0,0.0,1.0,1.0,,,,,1.0,1.0,0.0,,0.0,0.0,0.0,,0.0
Person_381,,1.0,0.0,,,,,,,,1.0,0.0,0.0,,,1.0,0.0,0.0,1.0,,1.0,,0.0,,,0.0,0.0,0.0,,0.0,,1.0,0.0,1.0,1.0,,0.0,0.0,0.0,,1.0,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,
Person_382,,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,,0.0,0.0,,0.0
Person_383,0.0,1.0,0.0,,1.0,0.0,0.0,1.0,,1.0,1.0,1.0,,,,,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,,0.0,0.0
Person_384,,1.0,,1.0,1.0,1.0,1.0,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,,0.0,,,,,,1.0,,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,1.0,,1.0,1.0,,0.0,1.0,1.0,,,,1.0,1.0,0.0,1.0,1.0,0.0,
Person_385,,1.0,0.0,0.0,1.0,,0.0,0.0,0.0,,,1.0,0.0,1.0,,0.0,,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,,0.0,,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,,,,0.0,,0.0,0.0,1.0,0.0,0.0,,,0.0
Person_386,1.0,,1.0,,,,,1.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,0.0,1.0,1.0,,,,1.0,0.0,,1.0,0.0,1.0,,1.0,1.0,,,1.0,,1.0,1.0,0.0,,1.0,,1.0,1.0,1.0,,1.0,,,
Person_387,,,,0.0,,,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,,,,,0.0,0.0,1.0,,0.0,1.0,0.0,,0.0,0.0,0.0,,1.0,1.0,,,0.0,1.0,,0.0,0.0,1.0,0.0,0.0
Person_388,0.0,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,,,1.0,,1.0,,0.0,,,,1.0,0.0,,1.0,0.0,1.0,0.0,1.0,,,,,0.0,1.0,1.0,0.0,,1.0,,,0.0,,0.0,0.0
Person_389,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,,0.0,,0.0,,1.0,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,1.0,1.0,1.0,,0.0,,,1.0,0.0,,1.0,,,1.0,,1.0,,
Person_390,0.0,,1.0,,0.0,,,,,1.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0,1.0,0.0,0.0
Person_391,0.0,,0.0,0.0,,,0.0,,,0.0,,,,,,,0.0,,1.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,1.0,
Person_392,0.0,,0.0,1.0,1.0,,0.0,,0.0,0.0,,,0.0,,0.0,,0.0,,1.0,0.0,0.0,,0.0,,0.0,,,,0.0,1.0,0.0,,0.0,,0.0,0.0,0.0,,,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,1.0,0.0,
Person_393,0.0,1.0,0.0,1.0,,0.0,1.0,,,1.0,1.0,0.0,1.0,0.0,,0.0,,,,1.0,1.0,1.0,0.0,,,0.0,0.0,1.0,,,0.0,1.0,,1.0,,,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,0.0,1.0,1.0,0.0,0.0,
Person_394,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,1.0,,0.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Person_395,,,,,,1.0,,,1.0,,,1.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.0,1.0,0.0,,,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,0.0,1.0,0.0,,1.0,1.0,,,,1.0,0.0,
Person_396,,,1.0,,1.0,0.0,1.0,1.0,1.0,,,1.0,1.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,1.0,0.0,0.0,1.0,1.0,,1.0,0.0,,,1.0,1.0,,0.0,1.0,,,,,0.0,1.0,,1.0,,,1.0,0.0,1.0
Person_397,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,,,,,1.0,1.0,,,0.0,0.0,0.0,1.0,,,,0.0,,,1.0,0.0,0.0,,1.0,,,0.0,,1.0,,1.0,1.0,0.0,1.0,1.0,1.0
Person_398,,1.0,1.0,,,,,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,,,,1.0,1.0,1.0,1.0,,,1.0,,,,,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,1.0
Person_399,,,,0.0,1.0,,,0.0,1.0,1.0,1.0,,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,,,,0.0,,1.0,0.0,,0.0,0.0,0.0,,1.0,,0.0,,0.0,0.0,,1.0,,0.0,1.0,0.0,0.0,
Person_400,,,0.0,,,0.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,,,,,,1.0,,,1.0,0.0,,,,1.0,,1.0,1.0,1.0,,0.0,,0.0,0.0,
Person_401,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,,0.0,0.0,1.0,1.0,0.0,,,,1.0,1.0,1.0,1.0,,1.0,,,1.0,,,1.0,,1.0,,,1.0,0.0,1.0,,1.0,,,1.0,,,,1.0,,
Person_402,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,1.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,,,,1.0,0.0,,0.0,,0.0,,,1.0,0.0,0.0,0.0,,1.0,,1.0,,,
Person_403,0.0,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,0.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0
Person_404,,,0.0,0.0,,0.0,1.0,1.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,,,,,,0.0,,1.0,0.0,,,0.0
Person_405,,1.0,,0.0,1.0,,,,1.0,1.0,,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,,,,0.0,0.0,,1.0,,0.0,,1.0,,,1.0,0.0,,0.0,,,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,,,
Person_406,,,0.0,0.0,1.0,,0.0,,0.0,,,,0.0,,1.0,,,0.0,0.0,,,0.0,1.0,,,0.0,,0.0,0.0,,0.0,1.0,1.0,1.0,,0.0,1.0,,,0.0,0.0,,1.0,0.0,,0.0,1.0,,,
Person_407,,,1.0,,,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,,1.0,,0.0,1.0,,,,1.0,,0.0,1.0,0.0,,0.0,1.0,0.0,1.0,,1.0,1.0,,1.0,1.0,,,,,,1.0,1.0,,1.0,,1.0,1.0
Person_408,,0.0,1.0,0.0,,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Person_409,,1.0,1.0,1.0,0.0,,0.0,,,1.0,,1.0,1.0,1.0,0.0,1.0,,0.0,1.0,1.0,0.0,,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,,0.0,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,,1.0
Person_410,0.0,,0.0,0.0,,,0.0,,0.0,,,,,0.0,0.0,,0.0,,0.0,0.0,1.0,,,,0.0,1.0,0.0,0.0,,1.0,,1.0,1.0,1.0,,,1.0,0.0,1.0,1.0,1.0,0.0,1.0,,,,,,1.0,
Person_411,,1.0,,1.0,1.0,1.0,,0.0,,1.0,1.0,1.0,,0.0,1.0,1.0,,,,,1.0,,1.0,,,1.0,,1.0,1.0,,,1.0,,1.0,0.0,,,,1.0,,,1.0,1.0,1.0,,1.0,1.0,,0.0,0.0
Person_412,0.0,0.0,,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,0.0
Person_413,1.0,1.0,,,1.0,,1.0,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,,1.0,,,1.0,1.0,0.0,,0.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,0.0,,1.0,1.0,,1.0,,0.0,1.0,,0.0,0.0,1.0,1.0,1.0
Person_414,0.0,1.0,0.0,,,,0.0,0.0,1.0,,1.0,1.0,0.0,,,0.0,1.0,0.0,,,,,,,0.0,0.0,0.0,,,0.0,1.0,1.0,0.0,,0.0,,0.0,,,1.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0
Person_415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,0.0
Person_416,,0.0,0.0,0.0,1.0,0.0,0.0,,1.0,0.0,0.0,1.0,,,0.0,,,0.0,,,0.0,,,,,1.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,1.0,,,1.0,,,0.0,,1.0,,,1.0,0.0,0.0
Person_417,0.0,,0.0,,1.0,0.0,0.0,0.0,,,1.0,,,,,,0.0,0.0,,0.0,0.0,,,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,0.0,,0.0,,,1.0,0.0,,0.0,,,0.0,0.0,,
Person_418,,0.0,0.0,0.0,,0.0,1.0,0.0,,,0.0,1.0,,,0.0,,,,0.0,,0.0,0.0,,,0.0,,,0.0,1.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,,,1.0,,0.0,0.0,0.0,0.0,,0.0,
Person_419,,,1.0,,,,1.0,0.0,1.0,1.0,0.0,,1.0,,1.0,,,,1.0,,0.0,1.0,,0.0,1.0,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,1.0,1.0,,1.0,0.0,,,1.0,1.0,,,,1.0,1.0,0.0,1.0
Person_420,0.0,1.0,,1.0,,,,,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,,,,1.0,1.0,0.0,,,1.0,,,,,,,1.0,0.0,1.0,,0.0,1.0,1.0,,1.0,,1.0,0.0,0.0,1.0,,0.0,,,
Person_421,0.0,1.0,1.0,0.0,,1.0,1.0,,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,,,0.0,,,0.0,,0.0,1.0,,0.0,0.0,,1.0,1.0,,1.0,,0.0,1.0,,1.0,1.0,0.0,0.0
Person_422,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,1.0,1.0,0.0,,,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,1.0,,,,1.0,0.0,,1.0,0.0,,0.0,,,1.0,0.0,0.0,0.0,1.0,,0.0
Person_423,1.0,1.0,1.0,,,1.0,,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.0,,1.0,,,1.0,1.0,0.0,,0.0,1.0,1.0,1.0,,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0,,,1.0,,,,,,,
Person_424,1.0,,1.0,1.0,,1.0,1.0,,0.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,0.0,1.0,1.0,,1.0,,,,1.0,0.0,1.0,,,0.0,1.0,1.0,,,1.0,,,,1.0,1.0,1.0,1.0
Person_425,,0.0,,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,,0.0,0.0,1.0,,,0.0,,0.0,1.0,1.0,0.0,,,,0.0,1.0,0.0,,1.0,0.0,,,,,1.0,1.0,,,1.0,1.0,1.0,,,1.0
Person_426,0.0,1.0,,0.0,1.0,,,,,0.0,0.0,1.0,1.0,,0.0,0.0,,0.0,1.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0
Person_427,1.0,1.0,,,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,1.0,1.0,,1.0,,1.0,0.0,1.0,,1.0,0.0,1.0,1.0,,1.0,0.0,,,,,,0.0
Person_428,1.0,1.0,,1.0,1.0,,,1.0,,1.0,1.0,1.0,,,,,0.0,1.0,,,,1.0,1.0,0.0,,1.0,,,1.0,,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,,1.0,1.0,,,1.0,
Person_429,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,,,0.0,
Person_430,1.0,,1.0,0.0,1.0,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,,0.0,,,1.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,,0.0,,,0.0,,,1.0,,1.0,0.0,,,0.0,0.0
Person_431,0.0,,0.0,0.0,1.0,0.0,1.0,,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,0.0,,,0.0,,,,,0.0,1.0,0.0,,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,
Person_432,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,1.0,,,0.0,,0.0,1.0,1.0,,0.0,,,0.0,,1.0,1.0,,,0.0,0.0,1.0,0.0,,0.0,0.0,,0.0,,1.0,1.0,1.0,1.0,0.0,,,0.0,,0.0,
Person_433,1.0,,0.0,0.0,,,1.0,,,,1.0,1.0,0.0,1.0,,,0.0,,1.0,0.0,0.0,1.0,1.0,1.0,,1.0,,,,0.0,1.0,1.0,0.0,,1.0,,0.0,1.0,1.0,1.0,1.0,0.0,,1.0,,,,1.0,,1.0
Person_434,,,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,1.0,,,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,0.0,
Person_435,,0.0,0.0,,,0.0,0.0,1.0,,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,,1.0,0.0,,,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,,,1.0,,0.0,0.0,0.0,0.0,0.0
Person_436,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,,0.0,1.0,0.0,0.0,,0.0,,,,0.0,1.0,1.0,0.0,,0.0,0.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,,0.0,0.0,0.0,,,
Person_437,0.0,0.0,,,1.0,0.0,1.0,1.0,1.0,0.0,,,0.0,0.0,0.0,1.0,0.0,,,1.0,,1.0,1.0,0.0,1.0,,,,1.0,,,1.0,,0.0,1.0,,1.0,0.0,0.0,1.0,1.0,,,1.0,,,,1.0,1.0,1.0
Person_438,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,,0.0,0.0,0.0,,0.0,,,0.0,1.0,,0.0,0.0,,,,0.0,1.0,,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Person_439,1.0,,1.0,,1.0,0.0,1.0,,,0.0,,1.0,,,,,,1.0,0.0,0.0,0.0,,0.0,0.0,,1.0,,1.0,,,,,,1.0,1.0,0.0,1.0,0.0,0.0,,0.0,1.0,,1.0,,1.0,,,,
Person_440,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,,0.0,0.0,1.0,,1.0,0.0,1.0,0.0,,,0.0,0.0,,0.0,0.0,,,,1.0,0.0,,0.0,0.0,,1.0,1.0,,1.0,,0.0,0.0,0.0,,
Person_441,0.0,,0.0,,1.0,0.0,0.0,0.0,1.0,,1.0,0.0,0.0,1.0,,0.0,,0.0,0.0,,0.0,,1.0,,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,1.0,,,1.0,,0.0,,,0.0,,,,1.0,0.0
Person_442,0.0,1.0,,0.0,,,,0.0,,,1.0,1.0,,1.0,0.0,,0.0,,1.0,0.0,,0.0,1.0,,,0.0,1.0,1.0,1.0,,,1.0,1.0,,,0.0,,1.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,
Person_443,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,0.0,1.0,1.0,1.0,,1.0,1.0,0.0,0.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,,0.0,1.0,,1.0,1.0,,,,0.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,,1.0
Person_444,1.0,1.0,1.0,,,0.0,1.0,0.0,,1.0,,1.0,0.0,,,0.0,0.0,1.0,1.0,1.0,,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,,,,,1.0,1.0,1.0,1.0,,1.0
Person_445,,,,0.0,1.0,0.0,1.0,,1.0,,,,0.0,1.0,,0.0,1.0,,1.0,1.0,1.0,,,,0.0,0.0,0.0,,0.0,0.0,,1.0,,1.0,,,,,0.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,,0.0
Person_446,,,1.0,,1.0,,1.0,,1.0,0.0,,,,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,,,,,1.0,0.0,1.0,,,,,1.0,0.0,,0.0,,1.0,,1.0,0.0,0.0,,1.0,0.0,1.0,,1.0,,
Person_447,,1.0,1.0,,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,0.0,0.0,1.0,1.0,,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,0.0,1.0
Person_448,,1.0,1.0,0.0,1.0,1.0,1.0,,,,,1.0,,1.0,,1.0,0.0,,1.0,,,,,,,,1.0,,1.0,1.0,0.0,1.0,,,,,1.0,0.0,,1.0,,0.0,1.0,1.0,,,1.0,,,0.0
Person_449,0.0,,0.0,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,,0.0,,,,1.0,,1.0,,,,0.0,0.0,,,
Person_450,0.0,,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
Person_451,1.0,1.0,,1.0,,,1.0,,1.0,1.0,1.0,,,1.0,,1.0,1.0,0.0,1.0,1.0,1.0,,,1.0,,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,,
Person_452,0.0,1.0,,,1.0,0.0,1.0,,,1.0,0.0,,,0.0,0.0,0.0,,,0.0,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
Person_453,0.0,,,0.0,,1.0,1.0,,,0.0,1.0,1.0,,,,0.0,,0.0,,,1.0,1.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,1.0,1.0,0.0,,1.0,,
Person_454,,1.0,0.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,,0.0,1.0,0.0,1.0,1.0,,,1.0,0.0,1.0,,,,0.0,,1.0,1.0,0.0,,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,,0.0,0.0,,
Person_455,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1.0,,1.0,,,
Person_456,,,1.0,1.0,,,1.0,,,,,,,,1.0,,0.0,1.0,1.0,1.0,,1.0,1.0,0.0,,1.0,,0.0,,1.0,0.0,,0.0,1.0,,0.0,1.0,,1.0,1.0,,1.0,0.0,,,0.0,1.0,,,
Person_457,1.0,0.0,,0.0,,0.0,1.0,0.0,,1.0,,,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,0.0,1.0,,0.0,,,1.0,0.0,1.0,0.0,,,0.0,1.0,0.0,0.0,,0.0,1.0,,1.0,1.0,0.0,1.0,,,0.0
Person_458,0.0,,,0.0,,1.0,,,1.0,1.0,1.0,1.0,,0.0,,,0.0,1.0,1.0,,1.0,0.0,1.0,0.0,,,1.0,,1.0,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,0.0,1.0,0.0,0.0,
Person_459,,1.0,1.0,0.0,1.0,,1.0,,1.0,0.0,0.0,,1.0,,,0.0,0.0,1.0,0.0,1.0,0.0,,1.0,,,,0.0,,1.0,0.0,,1.0,,,1.0,,,,1.0,1.0,0.0,0.0,,0.0,,1.0,1.0,1.0,,
Person_460,,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,,,,1.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,,,,0.0,0.0,
Person_461,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,,,,1.0
Person_462,,1.0,0.0,0.0,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,1.0,0.0,0.0,1.0,,0.0
Person_463,,1.0,,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,0.0,,,0.0,1.0,0.0,,1.0,1.0,,0.0,0.0,,0.0,,0.0,,0.0,1.0,0.0,,,0.0,0.0,,1.0,0.0,,0.0,1.0,,1.0,,0.0,0.0
Person_464,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,,,,,,1.0,1.0,1.0,,0.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,,0.0
Person_465,,1.0,0.0,1.0,1.0,,,,1.0,1.0,1.0,,,0.0,1.0,0.0,,1.0,,,0.0,1.0,,0.0,1.0,,0.0,,1.0,1.0,0.0,,,1.0,1.0,,1.0,,,,0.0,,0.0,1.0,,0.0,1.0,0.0,,1.0
Person_466,0.0,0.0,,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,1.0,0.0,,1.0,,,,1.0,,,,1.0,,0.0
Person_467,,0.0,,,1.0,,,0.0,1.0,,0.0,0.0,0.0,,,0.0,0.0,,1.0,,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,,,,0.0,0.0,1.0,0.0,0.0,,0.0,1.0,0.0,,,,,1.0,,0.0,,
Person_468,1.0,,,0.0,1.0,,1.0,0.0,1.0,,1.0,,0.0,0.0,1.0,0.0,1.0,,,0.0,,,,0.0,,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,1.0,0.0,,1.0,,,1.0,1.0,1.0,0.0,,1.0,0.0,1.0
Person_469,0.0,,,,,0.0,,,0.0,0.0,,,,0.0,0.0,,,0.0,,,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,1.0,,0.0,,,
